textA,textB,keywordsA,keywordsB,authorA,authorb,named_entitiesA,named_entitiesB 
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','Speaker Rubio supported gun restrictions that included background checks and waiting periods.',Guns,Guns,Jim Waldman,Charlie Crist,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Brady Bill,Charlie Crist,Marco Rubio,Marion Hammer,Miami Herald,National Rifle Association,PolitiFact,Republican,castle doctrine,gun rights"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"A bipartisan background check amendment 'outlawed any (gun) registry.  Plain and simple, right there in the text.'",Guns,Guns,Jim Waldman,Barack Obama,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","ATF Form 4473,Barack Obama,FBI,Form 4473,Gun Owners of America,Harry Reid,Joe Manchin,National Instant Criminal Background Check System,National Rifle Association,Pat Toomey,Sarah Palin,argues,big brother,but not,gun control,gun rights,personally identifying information"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done.'",Guns,Guns,Jim Waldman,Michael Bloomberg,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","CNN,Columbine High School shooting,David Gregory,House Judiciary Committee,Meet the Press,Michael Bloomberg,NRA,National Instant Check System,New York City,New York magazine,Newtown, Conn,Patrick Leahy,Sandy Froman,Wayne LaPierre,background check"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Florida’s red flag gun law has been used 'about five times a day.',Guns,Guns,Jim Waldman,Dave Aronberg,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","AR-15,Bay Times,Broward,Dave Aronberg,MSNBC,Mika Brzezinski,Morning Joe,NPR,Osama bin Laden,Palm Beach County,Pinellas,Pinellas counties,PolitiFact,Tampa Bay Times,Volusia,a man,due process,red flag gun law,red flag law,red flag laws,red flag' law,strangely,the red flag"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'If you are a gun store owner and you decide to go out of business … you right now are allowed to convert your entire gun store inventory to ‘personal use’ and once it is a personal use weapon, you can sell it without background checks.'",Guns,Guns,Jim Waldman,Tammy Duckworth,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","ATF,Bureau of Alcohol, Tobacco, Firearms and Explosives,Mark Jones,National Rifle Association,PolitiFact,Tammy Duckworth,burden of proof,check-free,federal Bureau of Alcohol, Tobacco, Firearms,gun show loophole,t account"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','New York has the third lowest rate of gun-caused death in America.',Guns,Guns,Jim Waldman,Brian Kavanagh,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Alaska,Brian Kavanagh,Centers for Disease Control and Prevention,Lower Manhattan,PolitiFact,Rhode Island,U.S. Centers for Disease Control and Prevention,deaths  -- 2.5,safer place,suicide gun"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','Let’s start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.',Guns,Guns,Jim Waldman,Nicholas Mattiello,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Brady Campaign,Brady Campaign to Prevent Gun Violence,Bureau of Alcohol, Tobacco, Firearms and Explosives,Island is,Law Center to Prevent Gun Violence,Mattiello,Nicholas Mattiello,Ronald Reagan,TripAdvisor,Washington Post,White House press secretary,federal ban on assault weapons,gun control,perfect getaway,that that"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.'",Guns,Guns,Jim Waldman,Joe Biden,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Afghanistan,Afghanistan war,Associated Press,Barack Obama,Iraq,Joe Biden,Newtown, Conn,Operation Enduring Freedom,Operation Iraqi Freedom,Pentagon,White House,White House press office,executive orders,gun control,war in Afghanistan"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Florida has 'more concealed weapons permits than any other state.',Guns,Guns,Jim Waldman,Rick Scott,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Fox News Channel,Georgia,Government Accountability Office,Gulf of Mexico,Indiana,Mitt Romney,Paul Ryan,R-Wis,Republican,Rick Perry,Rick Scott,Tennessee,Texas A&M University,Utah,Your World with Neil Cavuto"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Taxes,Taxes,Democratic Governors Association,Democratic Governors Association,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says income tax rates under Eisenhower were as high as 90 percent.,Taxes,Taxes,Democratic Governors Association,Bernie Sanders,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","16th Amendment,Bernie Sanders,CBS News,Dwight D. Eisenhower,Nancy Cordes,Tax Foundation,World War II,marginal tax rate,married couples,share.''Well"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.'",Taxes,Taxes,Democratic Governors Association,Charlie Crist,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Associated Press,Charlie Crist,Thad Altman,property tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'98 percent of American families' make 'under $250,000 a year.'",Taxes,Taxes,Democratic Governors Association,Barack Obama,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Barack Obama,Buffet Rule,Buffett Rule,IRS,Internal Revenue Service,Jay Carney,White House"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says Donald Trump’s proposed tax treatment of hedge fund managers 'makes the current loophole even worse.',Taxes,Taxes,Democratic Governors Association,Hillary Clinton,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Bob Williams,CBS,Donald Trump,Hedge fund,Hillary Clinton,Pew Research Center,Politico,Tax Policy Center,capital gains. Tax,carried interest,getting away with murder,hedge fund,venture capital"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Tennessee’s grocery tax is one of the highest in the nation.',Taxes,Taxes,Democratic Governors Association,Tennessee Democratic Party,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Bill Haslam,Craig Fitzhugh,Idaho,Republican,Tax Foundation,To show,but not,sales tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says he's signed a pledge not to raise taxes four times.,Taxes,Taxes,Democratic Governors Association,Roger Williams,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","American Family Business Institute,Americans for Prosperity,Americans for Tax Reform,Kay Bailey Hutchison,Patrick Gleason,Republican,Roger Williams,Texas Tribune,death tax,run for U.S. Senator"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Americans spend '6.1 billion hours a year' on tax preparation.,Taxes,Taxes,Democratic Governors Association,Virginia Foxx,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Internal Revenue Code,Internal Revenue Service,National Taxpayer Advocate,Paperwork Reduction Act,Paperwork Reduction Act of 1995,Rep. Virginia Foxx,Supply Side Economics,Tax day,Twitter,Virginia Foxx,day has come"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Our tax code has nearly doubled since 1985.',Taxes,Taxes,Democratic Governors Association,Roy Blunt,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Donald Trump,Internal Revenue Code,Kansas City Star,Roy Blunt,Tax Foundation,Tax Policy Center,Taxpayer Advocate Service,United States Code,smartphone,think tank"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Says Mitt Romney is proposing a 'tax cut that gives an average of $250,000 to every millionaire in this country.'",Taxes,Taxes,Democratic Governors Association,Barack Obama,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Alternative Minimum Tax,Barack Obama,Columbus, Ohio,George W. Bush,Mitt Romney,Republican,Tax Policy Center,adjusted gross income,capital gains,capital gains taxes,dividend,estate tax,s more,think tank"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.'",Taxes,Taxes,Democratic Governors Association,Mitt Romney,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Bush tax cuts,Fox News,Great Society,Iraq,John McCain,Mitt Romney,Republican"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.'",Taxes,Taxes,Democratic Governors Association,Chris Christie,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","CNN,Chris Christie,Fort Campbell,Fort Knox,Joint Base McGuire-Dix-Lakehurst,Kentucky,NJ.com,Naval Weapons Station Earle,New Jersey,Picatinny Arsenal,Rand Paul,Tax Foundation,Washington, D.C,gets back,gimme, gimme, gimme"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Pat Toomey advocated for eliminating all corporate taxes.',Taxes,Taxes,Democratic Governors Association,Katie McGinty,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","CNBC,Club For Growth,Gallup poll,Katie McGinty,Pat Toomey,Pennsylvania Senate,Republican,conservative,corporate welfare,fair tax,flat tax,sales tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"When oil and gas prices sent state revenues up, Palin sent 'a large share of that revenue directly back to the people of Alaska.'",Taxes,Taxes,Democratic Governors Association,Sarah Palin,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","2008 election,Alaska,Alaska Legislature,Dayton, Ohio,John McCain,Sarah Palin,to return"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Florida is now the only state in the nation to tax commercial leases.',Taxes,Taxes,Democratic Governors Association,Rick Scott,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","BOMA,Building Owners and Managers Association,Florida Legislature,Hawaii,Kurt Wenner,New York City,OPPAGA,Office of Program Policy Analysis and Government Accountability,Politifact,Rick Scott,Tax Policy Center,general excise tax,gross receipts tax,sales tax,use tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'You know what Amazon paid in federal income taxes last year? Zero.',Taxes,Taxes,Democratic Governors Association,Bernie Sanders,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Amazon in,Bernie Sanders,Donald Trump,Forbes,Institute on Taxation and Economic Policy,Jeff Bezos,Master of Science in Taxation,Nellen,PolitiFact,San Jose University,Securities and Exchange Commission,U.S. Senator,Washington, D.C,https,politifact.com,t.co,twitter,year? Zero,year?Zero"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Tax rates were significantly higher 'in the '40s, the '50s, and the '60s.'",Taxes,Taxes,Democratic Governors Association,Hillary Clinton,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Bill O'Reilly,Fox News,Fox News Network,Hillary Clinton,Tax Foundation,but not,the Fox"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Grateful insurance company executives and their lobbyists' from Bermuda gave McCain $50,000.",Taxes,Taxes,Democratic Governors Association,Barack Obama,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Accenture,Barack Obama,Bermuda,Federal Election Commission,John McCain,U.S. State,U.S. State Department,attack ad,political action committee,quid pro quo,s more"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'There was no surge in 501(c)(4) applications in 2010.',Taxes,Taxes,Democratic Governors Association,Tim Griffin,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Chronicle of Philanthropy,House Ways and Means Committee,Internal Revenue Service,Steven Miller,Tea Party, Patriots,Tim Griffin,USA Today,Washington Post,tea party movement"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Over the last eight years, we’ve shown that even though we’ve cut taxes by $8 billion, revenues continue to grow.'",Taxes,Taxes,Democratic Governors Association,John Nygren,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","2}/.test,John Nygren,Scott Walker,Tony Evers,getElementById,https,infogram,property tax,sales tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Americans spend 6.1 billion hours a year complying with tax law. It costs us $163 billion to comply with our tax laws annually.,Taxes,Taxes,Democratic Governors Association,Ron Wyden,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Internal Revenue Service,Internal Revenue code,National Institutes of Health,PolitiFact,Ron Wyden,Tax Day,it’s complicated,new order"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says Warren Buffett has publicly said his secretary 'should not be paying a higher tax rate' than him.,Taxes,Taxes,Democratic Governors Association,Hillary Clinton,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Berkshire Hathaway,Berkshire Hathaway Inc,Buffett rule,CNBC,Donald Trump,Duke University,Forbes,Hillary Clinton,Medicare,NBC Nightly News,Social Security,Tax Policy Center,Warren Buffett,adjusted gross income,capital gains,https,taxable income,the New York Times"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,The new tax will make soda sold in Chicago among the most expensive in the country.,Taxes,Taxes,Democratic Governors Association,Illinois Policy Institute,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Captain Obvious,Libertarian,PolitiFact,food stamps,https,iframe,libertarian,metabolic syndrome,nanny state,obesity,of Cook,prime factor,seltzer water,soda tax,soft drink,sweetened beverage,sweetened beverage tax,t.co,think tank,twitter,two-liter bottle,type 2 diabetes"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,New York has 'among the highest tax burdens of any state in the nation',Taxes,Taxes,Democratic Governors Association,Marc Molinaro,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Andrew M. Cuomo,Dutchess County,Marc Molinaro,Marcus Molinaro,Medicaid,New York Post,North Dakota,PolitiFact,Republican,Tax Foundation,Tax Policy Center,U.S. Census Bureau,property tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"The 'mega-rich' pay about 15 percent in taxes, while the middle class 'fall into the 15 percent and 25 percent income tax brackets, and then are hit with heavy payroll taxes to boot.'",Taxes,Taxes,Democratic Governors Association,Warren Buffett,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Afghanistan,Barack Obama,Berkshire Hathaway,Getting back,Internal Revenue Service,Medicare,Okay, now,Social Security,Tax Policy Center,Wall Street Journal,Warren Buffett,capital gain,capital gains,carried interest,effective tax rate,hedge fund,income tax,money you,pay stub,qualified dividends,the New York Times,us.Income taxes"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Taxpayers earning $1 million pay an effective tax rate that is about four times what taxpayers earning $100,000 pay.'",Taxes,Taxes,Democratic Governors Association,Declan O'Scanlon,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Andrew Pratt,Declan O’Scanlon,NJ.com,New Jersey,New Jersey Department of the Treasury,PolitiFact,Star-Ledger,Tax Policy Center,effective tax rate,s wonderful"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'A middle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.'",Taxes,Taxes,Democratic Governors Association,Robert Gibbs,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","ABC News,Bill Gates,Gibbs' point,Jake Tapper,Peter Orszag,Reagan administration,Robert Gibbs,White House,estate tax,tax bracket,tax deduction"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Senator McCain voted against the Bush tax cuts. Now he's for them.',Taxes,Taxes,Democratic Governors Association,Mitt Romney,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax",
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'There's no real evidence in the last 20 years that' growth from tax cuts has made up lost revenue.,Taxes,Taxes,Democratic Governors Association,Rana Foroohar,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Alan Auerbach,Barack Obama,Bill Clinton,CNN,Committee for a Responsible Federal Budget,Congressional Budget Office,Council of Economic Advisers,Edward Kleinbard,Financial Times,Gary Cohn,George H.W. Bush,George W. Bush,George W. Bush tax cuts,Harvard University,Kleinbard,N. Gregory Mankiw,Rana Foroohar,Steve Mnuchin,Tax Reform Act of 1986,Trump administration,Trump’s tax cuts,University of California, Berkeley,University of Southern California,We’ll get,White House,but not,crowding out' effect,economist,magical thinking,one-pager,standard deduction,that that,voodoo economics"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.',Taxes,Taxes,Democratic Governors Association,Scott Walker,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Milwaukee Area Technical College,Milwaukee Journal Sentinel,Scott Walker,Twitter,Wauwatosa School District,level.A,property tax,to return"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'What happens is people like Warren Buffett — and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.',Taxes,Taxes,Democratic Governors Association,John Edwards,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Hillary Clinton,Internal Revenue Service,Warren Buffett,capital gains tax,dividend"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says Multnomah County libraries 'are open 44 hours per week … the lowest of any library in the four-county region.',Taxes,Taxes,Democratic Governors Association,Libraries Yes! Committee,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Beaverton City Library,Clackamas County,Clark County,Hillsboro,Multnomah County,Multnomah County Library,Multnomah County library,PolitiFact,Vancouver Community Library,Washington County,open 60"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'The top 1 percent of income earners pay 40 percent of all state income taxes, and those at the bottom pay little or nothing.'",Taxes,Taxes,Democratic Governors Association,Michael Doherty,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Americans For Prosperity,Andy Pratt,Bergen County,Bogota,Hawaii,Michael Doherty,NJ.com,New Jersey,Oregon,PolitiFact,Star-Ledger,Steve Lonegan,Tax Foundation,Washington, DC,progressive income tax,progressive tax,tax in New Jersey,top 1 percent of income earners"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says GOP recall challenger Kim Simac 'was delinquent paying her property taxes eight of the last nine years.',Taxes,Taxes,Democratic Governors Association,Greater Wisconsin Committee,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Eagle River,Jim Holperin,Republican,Vilas County,WAOW-TV,property tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'There are more words in the IRS code than there are in the Bible.',Taxes,Taxes,Democratic Governors Association,Ted Cruz,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Dennis Olson,Internal Revenue Service,King James Version,Mardaga,Microsoft Word,New Revised Standard Version,New Testament,Old Testament,PolitiFact,Princeton Theological Seminary,Riverwoods,Ted Cruz,to Cruz,zipped file"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says '51 percent of federal tax filers paid zero federal income tax.',Taxes,Taxes,Democratic Governors Association,Rob Cornilles,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Bob Williams,Brookings Institution,Earned Income Tax Credit,John Cornyn,Joint Committee on Taxation,Oregon’s 1st congressional district,PolitiFact,Tax Policy Center,Urban Institute,Urban-Brookings Tax Policy Center,income tax,out through"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'98 percent of small businesses make less than $250,000' and would not see a tax increase under Barack Obama's plan.",Taxes,Taxes,Democratic Governors Association,Barack Obama,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Barack Obama,Bush tax cuts,Joe Wurzelbacher,Joe the Plumber,John McCain,Obama tax plan,Tax Policy Center,Toledo, Ohio,Wurzelbacher,YouTube"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Tom Suozzi raised taxes 'by hundreds of millions of dollars' as Nassau County executive.,Taxes,Taxes,Democratic Governors Association,National Republican Congressional Committee,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","County Executive,Democrat,Empire Center for Public Policy,Glen Cove,Jack Martins,Long Island,Nassau County,National Republican Congressional Committee,Rep. Steve Israel,Republican,Steve Israel,Tom Suozzi,https,property tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"New Jersey has 'the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.'",Taxes,Taxes,Democratic Governors Association,Lou Greenwald,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","American Community Survey,Brigid Callahan Harrison,Chris Christie,Jon Bramnick,Kasprak,Lou Greenwald,Michael Aron,Montclair State University,NJ.com,NJTV,PolitiFact,Tax Foundation,U.S. Census Bureau,Washington, DC,What I’m,apples to apples,gas tax,property tax,sales tax,taxes, New Jersey,three key"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"The U.S. 'tax rate on successful small businesses is 44.6 percent,' while the business tax rate in Canada is 15 percent.",Taxes,Taxes,Democratic Governors Association,Paul Ryan,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","60 Minutes,Alberta,CBS News,Fox News,House Ways and Means Committee,Nova Scotia,Organization for Economic Cooperation and Development,Paul Ryan,Prince Edward Island,R-Wis,Tax Foundation,Washington D.C"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says the top 20 percent of income earners pay nearly 70 percent of all federal taxes.,Taxes,Taxes,Democratic Governors Association,Lamar Smith,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Bush tax cuts,Congressional Budget Office,George W. Bush,PolitiFact,Rep. Lamar Smith,Republican,San Antonio,Tax Foundation,Tax Policy Center,Travis County,Wall Street Journal,bar chart,s chart"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says 'the typical homeowner will pay $4 more per month' if library district passes.,Taxes,Taxes,Democratic Governors Association,Libraries Yes! Committee,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Multnomah County,Multnomah County Library"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'America's wealthiest 25 percent pay 86 percent of total income taxes. Wealthiest 5 percent pay 60 percent of total income taxes.',Taxes,Taxes,Democratic Governors Association,Tom Graves,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Barack Obama,Internal Revenue Service,Medicare,Michele Bachmann,National Taxpayers Union,PolitiFact,Tom Graves,Twitter,Uncle Sam,Urban Institute,top 1 percent of income earners"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Under Donald Trump's tax plan, '51 percent of single parents would see their taxes go up.'",Taxes,Taxes,Democratic Governors Association,Hillary Clinton,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Donald Trump,FactCheck.org,Hillary Clinton,New York University,Tax Foundation,Tax Policy Center,Urban Institute,adjusted gross income,filing status,https,standard deduction"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Says Ohio is one of just 17 states with an estate tax, and it has 'the lowest threshold in the nation.'",Taxes,Taxes,Democratic Governors Association,Jay Hottinger,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Associated Press,Federal Reserve,Jay Hottinger,Ohio Department of Taxation,PolitiFact,Republican,WCPN,estate tax,inheritance tax,measure of wealth"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.'",Taxes,Taxes,Democratic Governors Association,Rudy Giuliani,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Congressional Research Service,Joseph W. Barr,Tax Reform Act of 1969,alternative minimum tax,income tax"
