Annotations,Score,CR Author A,CR Author B,Review URL A,Review URL B,Text Fragments A,Text Fragments B,Entities A,Entities B,Keywords A,Keywords B,Citations A,Citations B,URI A,URI B
E,0.8738775584672285,politifact,politifact,http://www.politifact.com/virginia/statements/2010/nov/12/bob-mcdonnell/bob-mcdonnell-says-virginia-has-gained-60000-jobs-/,http://www.politifact.com/virginia/statements/2010/nov/17/bob-mcdonnell/bob-mcdonnell-says-virginia-has-gained-60000-jobs-/,"Bob McDonnell says Virginia has gained 60,000 jobs since he became governor ","Bob McDonnell says Virginia has gained 60,000 jobs since he became governor ","Barack Obama,Bill Bolling,Bob McDonnell,Bureau of Labor Statistics,District of Columbia,Joe Scarborough,MSNBC,Stacey Johnson,Tim Kaine,University of Virginia,Weldon Cooper Center for Public Service,fall. 'You","Barack Obama,Bill Bolling,Bob McDonnell,Bureau of Labor Statistics,District of Columbia,Joe Scarborough,MSNBC,Stacey Johnson,Tim Kaine,University of Virginia,Weldon Cooper Center for Public Service,fall. 'You",Jobs,Jobs,"http://www.msnbc.msn.com/id/3036789//vp/39965715#39965715, http://data.bls.gov/cgi-bin/surveymost, http://virginiascan.yesvirginia.org/ResourceCenter/AnnouncementsWeb.aspx","http://www.msnbc.msn.com/id/3036789//vp/39965715#39965715, http://data.bls.gov/cgi-bin/surveymost, http://virginiascan.yesvirginia.org/ResourceCenter/AnnouncementsWeb.aspx",http://data.gesis.org/claimskg/creative_work/c8055cdb-212a-53c3-8cfc-b8b5dac5c357,http://data.gesis.org/claimskg/creative_work/c8055cdb-212a-53c3-8cfc-b8b5dac5c357
E*,0.8533030539997937,politifact,politifact,http://www.politifact.com/truth-o-meter/statements/2014/mar/02/mike-rogers/why-crimea-matters-russia/,http://www.politifact.com/punditfact/statements/2014/mar/02/david-ignatius/historical-claim-shows-why-crimea-matters-russia/,Why Crimea matters to Russia,Historical claim shows why Crimea matters to Russia,"1783: Russia,Barack Obama,Black Sea,Black Sea fleet,Boris Yeltsin,Chris Wallace,Crimea,Crimean Autonomous Soviet Socialist Republic,Crimean Oblast,Crimean Peninsula,Crimean War,David Ignatius,Fox News Sunday,Kiev,Nazi Germany,Nikita Khrushchev,Ottoman Empire,Rep. Mike Rogers,Russia,Russian Federation,Sardinia,Sevastopol,Soviet Union,Tatars,Ukraine,Ukrainian,Ukrainians,Vladimir Putin,Washington Post,White Army,World War II,autonomous Soviet republic,president of the Russian Federation,s David,sovereign state","1783: Russia,Barack Obama,Black Sea,Black Sea fleet,Boris Yeltsin,Crimea,Crimean Autonomous Soviet Socialist Republic,Crimean Oblast,Crimean Peninsula,Crimean War,David Ignatius,Face the Nation,Fox News Sunday,Joshua Keating,Kiev,Nazi Germany,Nikita Khrushchev,Ottoman Empire,Russia,Sardinia,Sevastopol,Soviet Union,Tatars,Ukraine,Ukrainian,Ukrainians,Vladimir Putin,Washington Post,White Army,World War II,autonomous Soviet republic,president of the Russian Federation,sovereign state","Corrections and Updates,History,Military","Corrections and Updates,Foreign Policy,History,Military","https://www.nytimes.com/2014/03/03/world/europe/ukraine.html?hp&_r=0, https://www.nytimes.com/interactive/2014/02/27/world/europe/ukraine-divisions-crimea.html, https://themoscowtimes.com/opinion/article/will-putin-seize-crimea/495074.html, https://themoscowtimes.com/opinion/article/forget-kiev-the-real-fight-will-be-for-crimea/495145.html, https://www.nytimes.com/interactive/2014/02/27/world/europe/ukraine-divisions-crimea.html","https://www.nytimes.com/2014/03/03/world/europe/ukraine.html?hp&_r=0, https://www.nytimes.com/interactive/2014/02/27/world/europe/ukraine-divisions-crimea.html, https://themoscowtimes.com/opinion/article/will-putin-seize-crimea/495074.html, https://themoscowtimes.com/opinion/article/forget-kiev-the-real-fight-will-be-for-crimea/495145.html, http://www.slate.com/blogs/the_world_/2014/02/25/separatism_in_ukraine_blame_nikita_khrushchev_for_ukraine_s_newest_crisis.html, http://www.npr.org/blogs/parallels/2014/02/27/283481587/crimea-a-gift-to-ukraine-becomes-a-political-flash-point, https://www.nytimes.com/interactive/2014/02/27/world/europe/ukraine-divisions-crimea.html",http://data.gesis.org/claimskg/creative_work/fd9ecb7b-b5ff-5578-8abf-19547c0270da,http://data.gesis.org/claimskg/creative_work/36008830-80ca-5da4-b3b9-65137da96f78
E,0.8500197961158619,politifact,politifact,http://www.politifact.com/ohio/statements/2012/jun/12/samuel-wurzelbacher/samuel-joe-plumber-wurzelbacher-says-marcy-kaptur-/,http://www.politifact.com/ohio/statements/2012/may/15/samuel-wurzelbacher/samuel-joe-plumber-wurzelbacher-says-marcy-kaptur-/,Samuel ''Joe the Plumber'' Wurzelbacher says Marcy Kaptur opposed a ban on gender abortions,Samuel ''Joe the Plumber'' Wurzelbacher says Marcy Kaptur opposed a ban on gender abortions,"Chinese politburo,Christian Science Monitor,Guttmacher Institute,Marcy Kaptur,Ohio's 9th District,PolitiFact,Republican,Roe v. Wade,Samuel 'Joe the Plumber' Wurzelbacher,Trent Franks,Twitter,U.S. Supreme Court,Violence Against Women Act,Washington Post,Wurzelbacher,abortion,argues,gendercide,majority vote,sex selection,suspension of the rules,war on women","Chinese politburo,Christian Science Monitor,Guttmacher Institute,Marcy Kaptur,Ohio's 9th District,PolitiFact,Republican,Roe v. Wade,Samuel 'Joe the Plumber' Wurzelbacher,Trent Franks,Twitter,U.S. Supreme Court,Violence Against Women Act,Washington Post,Wurzelbacher,abortion,argues,gendercide,majority vote,sex selection,suspension of the rules,war on women","Abortion,Message Machine 2012,Voting Record","Abortion,Message Machine 2012,Voting Record","https://www.csmonitor.com/USA/DC-Decoder/Decoder-Wire/2012/0531/House-rejects-ban-on-sex-selection-abortion-but-GOP-makes-its-point-video/, https://graphics8.nytimes.com/packages/pdf/health/Sexratios.pdf, https://www.guttmacher.org/pubs/gpr/15/2/gpr150218.html","https://www.csmonitor.com/USA/DC-Decoder/Decoder-Wire/2012/0531/House-rejects-ban-on-sex-selection-abortion-but-GOP-makes-its-point-video/, https://graphics8.nytimes.com/packages/pdf/health/Sexratios.pdf, https://www.guttmacher.org/pubs/gpr/15/2/gpr150218.html",http://data.gesis.org/claimskg/creative_work/d4860b2f-2602-55ca-9a52-68fa685db4c1,http://data.gesis.org/claimskg/creative_work/d4860b2f-2602-55ca-9a52-68fa685db4c1
ST,0.8311976192303536,politifact,politifact,http://www.politifact.com/georgia/statements/2013/feb/21/bill-jackson/gun-claim-goes-awry/,http://www.politifact.com/georgia/statements/2013/feb/20/paul-broun/congressman-uses-wrong-words-gun-claim/,Gun claim goes awry,Congressman uses wrong words on gun claim,"Breitbart.com,FBI,Facebook,Fox News,Greg Abbott,Mark Twain,Paul Broun,PolitiFact,Republican,Twitter,White House,gun control,s more","Breitbart.com,FBI,Facebook,Fox News,Greg Abbott,Paul Broun,PolitiFact,Republican,Slate.com,Twitter,White House,gun control,s more",Guns,Guns,https://nation.foxnews.com/gun-rights/2013/01/03/fbi-more-people-killed-hammers-clubs-each-year-rifles#ixzz2Gwd8gwS6,https://nation.foxnews.com/gun-rights/2013/01/03/fbi-more-people-killed-hammers-clubs-each-year-rifles#ixzz2Gwd8gwS6,http://data.gesis.org/claimskg/creative_work/32b1624c-5d5b-5296-b01d-29df0d63ff18,http://data.gesis.org/claimskg/creative_work/3f35b6da-ea95-5c1a-b44a-a79c698b466c
E,0.829475876193609,politifact,politifact,http://www.politifact.com/wisconsin/statements/2012/may/18/graeme-zielinski/wisconsin-democratic-party-spokesman-zielinski-say/,http://www.politifact.com/wisconsin/statements/2012/mar/28/graeme-zielinski/wisconsin-democratic-party-spokesman-zielinski-say/,Wisconsin Democratic Party spokesman Zielinski says Gov. Walker is helping defend man accused of ‘boy rape’,Wisconsin Democratic Party spokesman Zielinski says Gov. Walker is helping defend man accused of ‘boy rape’,"Ciara,Democrat,John Chisholm,John Doe,Kevin Kennedy,Milwaukee County District Attorney,Milwaukee county,Scott Walker,Tom Barrett,a man,public defender","Ciara,Democrat,John Chisholm,John Doe,Kevin Kennedy,Milwaukee County District Attorney,Milwaukee county,Scott Walker,Tom Barrett,a man,public defender",Crime,Crime,"https://twitter.com/#%21/GovWalker, https://twitter.com/#%21/WisGOP, https://twitter.com/#%21/MarkBellingShow, https://twitter.com/#%21/JerryBaderShow, https://twitter.com/#%21/SykesCharlie, https://twitter.com/#%21/VickiMcKenna, https://twitter.com/#%21/GovWalker, http://docs.legis.wi.gov/search/results?q=11.64&filter=doctype%3Astatutes&filter=biennium%3A2011, http://www.jsonline.com/news/statepolitics/politifact-checking-claim-that-gov-walker-is-helping-defend-a-man-charged-with-boy-rape-du5fc2b-152043105.html","https://twitter.com/#%21/GovWalker, https://twitter.com/#%21/WisGOP, https://twitter.com/#%21/MarkBellingShow, https://twitter.com/#%21/JerryBaderShow, https://twitter.com/#%21/SykesCharlie, https://twitter.com/#%21/VickiMcKenna, https://twitter.com/#%21/GovWalker, http://docs.legis.wi.gov/search/results?q=11.64&filter=doctype%3Astatutes&filter=biennium%3A2011, http://www.jsonline.com/news/statepolitics/politifact-checking-claim-that-gov-walker-is-helping-defend-a-man-charged-with-boy-rape-du5fc2b-152043105.html",http://data.gesis.org/claimskg/creative_work/cb541fe4-c32e-5ff4-9a8b-fdf829e5fea0,http://data.gesis.org/claimskg/creative_work/cb541fe4-c32e-5ff4-9a8b-fdf829e5fea0
E*,0.8290254579641609,politifact,politifact,http://www.politifact.com/florida/statements/2015/jul/23/marco-rubio/marco-rubio-says-iran-deal-means-we-have-help-defe/,http://www.politifact.com/virginia/statements/2015/sep/04/donald-trump/trump-says-iran-deal-forces-us-defend-iran-if-its-/,Marco Rubio says Iran deal means we have to help defend Iran from Israel or other allies,Trump says Iran deal forces U.S. to defend Iran if it's attacked by Israel,"Cato Institute,E3/EU+3,Egypt,Fox News,International Atomic Energy Agency,Iran,Iranian nuclear program,Israel,Israel Hayom,John Kerry,Marco Rubio,Matthew Bunn,PolitiFact,Russia,Saudi Arabia,Saudia Arabia,Senate Foreign Relations Committee,Soviet Union,Stuxnet,U.N. Security Council,computer virus,cyber attack,libertarian,nuclear deal with Iran,s more,t force,that that","Barack Obama,Barbara Mikulski,CNN,Donald Trump,E3/EU+3,Egypt,Fox News,Iran,Iran nuclear deal,Iranian nuclear program,Israel,Israel Hayom,John Kerry,Marco Rubio,Matthew Bunn,PolitiFact,Russia,Senate Foreign Relations Committee,Soviet Union,Stuxnet,White House,computer virus,https,t force","Foreign Policy,Israel,Terrorism","Foreign Policy,Israel","https://www.youtube.com/watch?v=xVc-nTAdvs0, https://www.politifact.com/personalities/marco-rubio/, https://www.scribd.com/fullscreen/271540447?access_key=key-TpiOt4XaXcBMbeBPUgSG&allow_share=true&escape=false&view_mode=scroll, https://www.politifact.com/truth-o-meter/statements/2015/jul/16/don-beyer/deal-puts-irans-nuclear-program-under-lock-key-and/, http://eeas.europa.eu/statements-eeas/docs/iran_agreement/annex_3_civil_nuclear_cooperation_en.pdf, http://www.israelhayom.com/site/newsletter_article.php?id=26999, http://insider.foxnews.com/2015/07/23/marco-rubio-john-kerry-nuke-deal-rewards-iran-atrocious-human-rights-record","https://www.youtube.com/watch?v=BKOP5HigiNw&feature=youtu.be, http://thehill.com/blogs/blog-briefing-room/252643-trump-nuclear-deal-forces-us-to-defend-iran-against-israel, http://insider.foxnews.com/2015/07/23/marco-rubio-john-kerry-nuke-deal-rewards-iran-atrocious-human-rights-record, http://eeas.europa.eu/statements-eeas/docs/iran_agreement/annex_3_civil_nuclear_cooperation_en.pdf, http://www.israelhayom.com/site/newsletter_article.php?id=26999, https://www.politifact.com/florida/statements/2015/jul/23/marco-rubio/marco-rubio-says-iran-deal-means-we-have-help-defe/, http://insider.foxnews.com/2015/07/23/marco-rubio-john-kerry-nuke-deal-rewards-iran-atrocious-human-rights-record, https://www.sharethefacts.co/share/e8c5c88b-c27c-46f6-9ea8-1ec6a382101c",http://data.gesis.org/claimskg/creative_work/465b875b-c145-58c7-9c9a-b0fa50c50f75,http://data.gesis.org/claimskg/creative_work/4c057729-36e5-5489-9f12-67878e8edc9a
E*,0.8267908039737487,politifact,politifact,http://www.politifact.com/florida/statements/2012/jul/11/american-commitment/another-outside-group-says-bill-nelson-was-decidin/,http://www.politifact.com/florida/statements/2012/jun/14/60-plus-association/florida-bill-nelson-deciding-vote-health-care/,Another outside group says Bill Nelson was the deciding vote,Was Florida's Bill Nelson ''the deciding vote'' on the health care law?,"Americans for Prosperity,Barack Obama,Ben Nelson,Benjamin L. Cardin,Bill Nelson,CNN,Club for Growth,Dan McLaughlin,Harry Reid,Joe Lieberman,Los Angeles Times,Medicaid,Medicare,Medicare Advantage,Nebraska,Orlando Sentinel,PolitiFact,Republican,Robert Byrd,Russ Feingold,Tampa Bay area,Washington Post,abortion,cloture,conservative,filibuster,individual freedom,staph infection,swing vote,t force,the package,to show,vote of conscience","60 Plus Association,BEN NELSON,Ben Nelson,Benjamin L. Cardin,Bill Nelson,CNN,D-Fla,Dan McLaughlin,Facebook,Harry Reid,Joe Lieberman,Los Angeles Times,Medicaid,Medicare,Medicare Advantage,Michael Bennet,Nebraska,Ohio,Orlando Sentinel,PolitiFact,Republican,Robert Byrd,Russ Feingold,Sen,Sherrod Brown,Tampa Bay area,abortion,cloture,filibuster,health care reform,staph infection,swing vote,t force,the package,vote of conscience","Health Care,Message Machine 2012,Voting Record","Candidate Biography,Health Care,Message Machine 2012,Voting Record","https://www.politifact.com/florida/statements/2012/may/15/us-chamber-commerce/us-chamber-seniors-20-million-health-care-law-lose/, https://www.politifact.com/florida/statements/2012/jun/14/60-plus-association/florida-bill-nelson-deciding-vote-health-care/, http://www.tampabay.com/blogs/the-buzz-florida-politics/content/another-outside-group-florida-tv-targeting-bill-nelson-health-care-vote, http://www.americancommitment.org/about-us/, https://www.washingtonpost.com/blogs/the-fix/post/the-latest-gop-player-american-commitment/2012/07/10/gJQARbV4aW_blog.html, https://www.politifact.com/florida/statements/2012/jun/14/60-plus-association/florida-bill-nelson-deciding-vote-health-care/, https://www.politifact.com/florida/statements/2012/jul/11/american-commitment/health-care-law-largest-tax-increase-history-middl/, https://www.politifact.com/florida/statements/2012/may/15/us-chamber-commerce/chamber-says-bill-nelson-voted-cut-medicare-500-bi/, https://www.politifact.com/truth-o-meter/statements/2012/jun/29/mitt-romney/mitt-romney-says-obamacare-means-20-million-americ/, http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=111&session=1&vote=00396, https://www.politifact.com/truth-o-meter/statements/2010/oct/26/national-republican-senatorial-committee/nrsc-attacks-michael-bennet-casting-deciding-vote-/, http://articles.latimes.com/2009/dec/24/nation/la-na-health-ticktock24-2009dec24, https://www.nytimes.com/2009/12/20/health/policy/20health.html?_r=1&pagewanted=all, http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=111&session=2&vote=00105, http://politicalticker.blogs.cnn.com/2009/12/20/cnn-exclusive-nelson-answers-his-critics-on-health-care-reform/, http://billnelson.senate.gov/news/details.cfm?id=318376&, http://billnelson.senate.gov/news/details.cfm?id=318232&, http://billnelson.senate.gov/news/details.cfm?id=317849&, http://www.tampabay.com/news/politics/national/sen-bill-nelson-votes-for-health-care-plan-blasts-industry-funded-study/1043811, http://weblogs.sun-sentinel.com/news/politics/dcblog/2009/11/florida_senators_split_on_heal_1.html, http://billnelson.senate.gov/news/details.cfm?id=323387&","http://60plus.org/issues/tell-nelson-stop-wasteful-spending/, http://60plus.org/60-plus-challenges-outcomes-of-florida-senator-bill-nelsons-support-for-government-spending-in-new-ad/, https://www.politifact.com/florida/statements/2012/may/15/us-chamber-commerce/chamber-says-bill-nelson-voted-cut-medicare-500-bi/, https://www.politifact.com/ohio/statements/2012/may/30/josh-mandel/josh-mandel-says-sherrod-brown-cast-deciding-vote-/, https://www.politifact.com/truth-o-meter/article/2010/oct/26/what-makes-vote-deciding-vote/, http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=111&session=1&vote=00396, https://www.politifact.com/truth-o-meter/statements/2010/oct/26/national-republican-senatorial-committee/nrsc-attacks-michael-bennet-casting-deciding-vote-/, http://articles.latimes.com/2009/dec/24/nation/la-na-health-ticktock24-2009dec24, http://billnelson.senate.gov/news/details.cfm?id=318376&, http://billnelson.senate.gov/news/details.cfm?id=318232&, http://billnelson.senate.gov/news/details.cfm?id=317849&, http://www.tampabay.com/news/politics/national/sen-bill-nelson-votes-for-health-care-plan-blasts-industry-funded-study/1043811, http://weblogs.sun-sentinel.com/news/politics/dcblog/2009/11/florida_senators_split_on_heal_1.html, http://billnelson.senate.gov/news/details.cfm?id=323387&, https://www.facebook.com/billnelson, https://www.nytimes.com/2009/12/20/health/policy/20health.html?_r=1&pagewanted=all, http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=111&session=2&vote=00105, http://politicalticker.blogs.cnn.com/2009/12/20/cnn-exclusive-nelson-answers-his-critics-on-health-care-reform/",http://data.gesis.org/claimskg/creative_work/3878814c-9f52-56c6-bb71-0b2bd5c500e5,http://data.gesis.org/claimskg/creative_work/88632bdc-b8ae-519b-af60-391da4803307
E*,0.8034773711159937,politifact,politifact,http://www.politifact.com/truth-o-meter/statements/2016/apr/27/new-day-america/super-pacs-1-trillion-tax-claim-against-hillary-cl/,http://www.politifact.com/pennsylvania/statements/2016/aug/25/mike-pence/pa-pence-repeats-half-true-claim-clinton-would-rai/,"Super PAC's $1 trillion tax claim against Hillary Clinton ignores timeframe, who would pay","In PA, Pence repeats half-true claim that Clinton would raise taxes by a trillion dollars","Americans for Tax Reform,Clinton administration,Connecticut,Delaware,Hillary Clinton,John Kasich,Maryland,Michael Reagan,New York Daily News,Pennsylvania,PolitiFact,Rhode Island,Ronald Reagan,Tax Policy Center,adjusted gross income,effective tax rate,https,married couples,super PAC,think tank","Americans for Tax Reform,Clinton administration,Donald Trump,Hillary Clinton,John Kasich,Michael Reagan,Mike Pence,New York Daily News,Ohio,PolitiFact,Republican,Tax Policy Center,adjusted gross income,effective tax rate,married couples,super PAC,think tank","Corrections and Updates,Negative Campaigning,Pundits,Taxes",Taxes,"http://www.michaelereagan.com/bio/, https://www.treasurydirect.gov/NP/debt/current, https://www.census.gov/main/www/popclock.html, https://www.politifact.com/truth-o-meter/article/2016/apr/07/politifacts-guide-2016-candidates-tax-plans/, http://www.taxpolicycenter.org/sites/default/files/alfresco/publication-pdfs/2000638-an-analysis-of-hillary-clintons-tax-proposals.pdf, http://www.nydailynews.com/opinion/transcript-hillary-clinton-meets-news-editorial-board-article-1.2596292, http://www.atr.org/hillary-confirms-trillion-dollar-tax-hike-plan, http://taxfoundation.org/sites/taxfoundation.org/files/docs/fed_individual_rate_history_nominal.pdf, https://www.sharethefacts.co/share/74e26b13-8562-44ce-a220-60187aef6984","https://www.politifact.com/truth-o-meter/statements/2016/apr/27/new-day-america/super-pacs-1-trillion-tax-claim-against-hillary-cl/, https://www.treasurydirect.gov/NP/debt/current, https://www.census.gov/main/www/popclock.html, https://www.politifact.com/truth-o-meter/article/2016/apr/07/politifacts-guide-2016-candidates-tax-plans/, http://www.taxpolicycenter.org/sites/default/files/alfresco/publication-pdfs/2000638-an-analysis-of-hillary-clintons-tax-proposals.pdf, http://www.nydailynews.com/opinion/transcript-hillary-clinton-meets-news-editorial-board-article-1.2596292, http://www.atr.org/hillary-confirms-trillion-dollar-tax-hike-plan, http://taxfoundation.org/sites/taxfoundation.org/files/docs/fed_individual_rate_history_nominal.pdf",http://data.gesis.org/claimskg/creative_work/09289d34-775d-5974-aac0-fbfb81d8a802,http://data.gesis.org/claimskg/creative_work/a7878b76-219e-5058-bffe-9debd9eb32a8
E,0.7971164709345729,politifact,politifact,http://www.politifact.com/truth-o-meter/statements/2011/sep/23/rick-perry/rick-perry-says-mitt-romney-deleted-health-care-li/,http://www.politifact.com/truth-o-meter/statements/2011/dec/11/rick-perry/rick-perry-says-mitt-romneys-book-deleted-line-mas/,Rick Perry says Mitt Romney shifted stance when he deleted health care line from his book,Rick Perry says Mitt Romney's book deleted line that Mass. health care law ''should be the model for the country'',"Angie Drobnic Holan,BRET BAIER,Barack Obama,Dan Balz,Fox News,Medicaid,Medicare,Mitt Romney,Obamacare,PolitiFact,Republican,Rick Perry,Romneycare,Washington Post,individual mandate,laboratories of democracy,public insurance option,public option","Amendment. I,Barack Obama,Fox News Sunday,Mitt Romney,Newt Gingrich,Obamacare,PolitiFact,Republican,Rick Perry,individual mandate,laboratories of democracy",Health Care,"Health Care,States","http://www.fedupthebook.com/, http://mittromneycentral.com/resources/books-by-mitt-romney/no-apology-the-case-for-american-greatness/, http://thephoenix.com/BLOGS/talkingpolitics/archive/2011/02/10/romney-rewrites-sampler.aspx, https://www.documentcloud.org/documents/252373-no-apology-paperback-pages-176-79.html, https://www.documentcloud.org/documents/252381-no-apology-paperback-pages-190-95.html, https://www.politifact.com/truth-o-meter/article/2011/may/18/romneycare-and-obamacare-can-you-tell-difference/, https://www.documentcloud.org/documents/252373-no-apology-paperback-pages-176-79.html","http://www.thedailybeast.com/articles/2011/12/10/republican-debate-newt-won-and-romney-bombed-with-a-bet.html, http://www.thedailybeast.com/articles/2011/12/10/republican-debate-newt-won-and-romney-bombed-with-a-bet.html, http://www.foxnews.com/politics/2011/12/11/perry-dont-know-any-iowans-willing-to-bet-10g/, https://www.politifact.com/truth-o-meter/statements/2011/sep/23/rick-perry/rick-perry-says-mitt-romney-deleted-health-care-li/, https://www.politifact.com/truth-o-meter/statements/2011/sep/23/rick-perry/rick-perry-says-mitt-romney-deleted-health-care-li/, https://www.documentcloud.org/documents/252373-no-apology-paperback-pages-176-79.html, https://www.documentcloud.org/documents/252381-no-apology-paperback-pages-190-95.html, http://thephoenix.com/BLOGS/talkingpolitics/archive/2011/02/10/romney-rewrites-sampler.aspx, https://www.documentcloud.org/documents/252373-no-apology-paperback-pages-176-79.html, https://www.documentcloud.org/documents/252381-no-apology-paperback-pages-190-95.html, http://www.scribd.com/doc/66081535/Romney-Deletes-Romney-Care-Reference-From-Book, https://www.documentcloud.org/documents/252373-no-apology-paperback-pages-176-79.html",http://data.gesis.org/claimskg/creative_work/1233b5a2-4ebc-5692-9f97-8a434d522d40,http://data.gesis.org/claimskg/creative_work/4630c198-c185-5cfe-bbac-234f4c6ec3aa
E,0.7964215209170961,politifact,politifact,http://www.politifact.com/truth-o-meter/statements/2012/oct/05/barack-obama/obama-says-romney-would-spend-2-trilllion-military/,http://www.politifact.com/truth-o-meter/statements/2012/oct/24/barack-obama/obama-says-romney-would-spend-2-trilllion-military/,Obama says Romney would spend $2 trillion that the military hasn't asked for,Obama says Romney would spend $2 trillion that the military hasn't asked for,"American Enterprise Institute,Andrea Saul,Barack Obama,Boston Globe,CNN,Center for a New American Security,Committee for a Responsible Federal Budget,Heritage Foundation,Leon Panetta,Martin Dempsey,Medicaid,Mitt Romney,Pentagon,Ray Mabus,Republican,Senate budget committee,White House,a bad,chairman of the Joint Chiefs of Staff,the chain,the chairman","American Enterprise Institute,Andrea Saul,Barack Obama,Boston Globe,CNN,Center for a New American Security,Committee for a Responsible Federal Budget,Heritage Foundation,Leon Panetta,Martin Dempsey,Medicaid,Mitt Romney,Pentagon,Ray Mabus,Republican,Senate budget committee,White House,a bad,chairman of the Joint Chiefs of Staff,the chain,the chairman","Debates,Military","Debates,Military","http://www.mittromney.com/issues/national-defense, http://www.cnas.org/about, http://money.cnn.com/2012/05/10/news/economy/romney-defense-spending/index.htm, http://articles.boston.com/2012-03-19/news/31211699_1_romney-first-andrea-saul-governor-romney, http://www.navytimes.com/news/2012/04/navy-secnav-mabus-fleet-sea-air-space-041612/, http://budget.senate.gov/democratic/index.cfm/files/serve?File_id=f6e340d8-4785-45a7-881d-1a8fda502572, http://budget.senate.gov/democratic/index.cfm/files/serve?File_id=948244b4-2bdf-423b-8900-cb059be347a8","http://www.mittromney.com/issues/national-defense, http://www.cnas.org/about, http://money.cnn.com/2012/05/10/news/economy/romney-defense-spending/index.htm, http://articles.boston.com/2012-03-19/news/31211699_1_romney-first-andrea-saul-governor-romney, http://www.navytimes.com/news/2012/04/navy-secnav-mabus-fleet-sea-air-space-041612/, http://budget.senate.gov/democratic/index.cfm/files/serve?File_id=f6e340d8-4785-45a7-881d-1a8fda502572, http://budget.senate.gov/democratic/index.cfm/files/serve?File_id=948244b4-2bdf-423b-8900-cb059be347a8",http://data.gesis.org/claimskg/creative_work/483d958a-8453-5c81-892a-d832bd90ffde,http://data.gesis.org/claimskg/creative_work/483d958a-8453-5c81-892a-d832bd90ffde
